Switch,"Uh. It's Iggy Iggs!. What you want. Look, look. Kick in the door, wave in the four fizzy. They already know they can't fuck with Iggy. Truce got smart and the rent due, you know that. All black when I come through, it's Kodak. Mirror, mirror on the wall. Is Iggy the ziggy-iggy the baddest of 'em all?. Why you come through and shut down the mall?. All that ass deservin' applause. [Pre-Hook: Anitta & Iggy Azalea]. Change the game (Change it up, change it up now). Switch it up again (Switch it up, switch it up now). Then I go again (Here we go, here we go). Playin' your role, playin' you ro-o-ole. Fantasy (Fantasy). Turns reality (Turn reality). Right in front of me (Right in front of me). I can have it anyway I want. [Hook: Iggy Azalea & Anitta]. Red light, yellow light, green light. Switch! (Ooh). This is about the time you recognize I'm that bitch. This is all that sauce your mama said you couldn't get. Red light, yellow light, green light. Switch! (Ooh). Me and my boo on a worldwide hustle. You know what it is when I flex that muscle. I don't even know what a real one do. Talk that talk, I can back it up too. Got yo dessert, call me the waiter. I'm flirtin', you'll get it later. You can get it from the inside out. No hands, you can put it in your mouth. Change the game (Change it up, change it up now). Switch it up again (Switch it up, switch it up now). Then I again (Here we go, here we go). Playin' your role, playin' you ro-o-ole. Fantasy (Fantasy). Turns reality (Turn reality). Right in front of me (Right in front of me). I can have it anyway I want. [Hook: Iggy Azalea & Anitta]. Red light, yellow light, green light. Switch! (Ooh). This is about the time you recognize I'm that bitch. This is all that sauce your mama said you couldn't get. Red light, yellow light, green light. Switch! (Ooh). It's Iggy bitches. What you want?. What you want want want?. Switch it up. The lamb, the Bentley truck. He don't love you, that ring ain't big enough. If they talkin' that money I'm showing up. My account getting bigger it's growing up. And I'm still a motherfuckin' rockstar. Popstar but I roll with the mobsters. Yacht club on the shore eating lobster. While I'm stunting in Geneva with my top off. [Hook: Iggy Azalea & Anitta]. Red light, yellow light, green light. Switch! (Ooh). This is about the time you recognize I'm that bitch. This is all that sauce your mama said you couldn't get. Red light, yellow light, green light. Switch! (Ooh). Red light, yellow light, green light. Switch! (Ooh). This is about the time you recognize I'm that bitch. This is all that sauce your mama said you couldn't get. Red light, yellow light, green light. Switch! (Ooh)"
"Thank U, Next (Cover)","Thought I'd end up with Sean. But he wasn't a match. Wrote some songs about Ricky. Now I listen and laugh. Even almost got married. And for Pete, I'm so thankful. Wish I could say, ""Thank you"" to Malcolm. 'Cause he was an angel. One taught me love. One taught me patience. And one taught me pain. Now, I'm so amazing. I've loved and I've lost. But that's not what I see. So, look what I got. Look what you taught me. And for that, I say. Thank you, next (Next). Thank you, next (Next). Thank you, next. I'm so fuckin' grateful for my ex. Thank you, next (Next). Thank you, next (Next). Thank you, next (Next). I'm so fuckin'. Spend more time with my friends. I ain't worried 'bout nothin'. Plus, I met someone else. We havin' better discussions. I know they say I move on too fast. But this one gon' last. 'Cause her name is Ari. And I'm so good with that. She taught me love (Love). She taught me patience (Patience). How she handles pain (Pain). That shit's amazing (Amazing). I've loved and I've lost. But that's not what I see. 'Cause look what I've found. Ain't no need for searching. And for that, I say. Thank you, next (Thank you, next). Thank you, next (Thank you, next). Thank you, next. I'm so fuckin' grateful for my ex. Thank you, next (Thank you, next). Thank you, next. I'm so fuckin' grateful for my ex. Thank you, next. Thank you, next. Thank you, next. One day I'll walk down the aisle. Holding hands with my mama. I'll be thanking my dad. 'Cause she grew from the drama. Only wanna do it once, real bad. Gon' make that shit last. God forbid something happens. Least this song is a smash. I've got so much love. Got so much patience. I've learned from the pai. I turned out amazing. I've loved and I've lost (Yeah, yeah). But that's not what I see. 'Cause look what I've found (Yeah, yeah). Ain't no need for searching. And for that, I say. Thank you, next (Thank you, next). Thank you, next (Thank you, next). Thank you, next. I'm so fuckin' grateful for my ex. Thank you, next (Thank you, next). Thank you, next (Said thank you, next). Thank you, next. I'm so fuckin' grateful for my ex. Thank you, next. Thank you, next. Thank you, next. Thank you, next. Thank you, next. Thank you, next"
We Belong Together,"I didn't mean it when I said. I didn't love you so. I should have held on tight. I never should have let you go. I didn't know nothing. I was stupid, I was foolish. I was lying to myself. I couldn't have fathomed. I would ever be without your love. never imagined I'd be sitting. here beside myself. guess I didn't know you. you'd guess I didn't know me. but I thought I knew everything. I never felt. the feeling that I'm feeling. now that I don't hear your voice. or have your touch and kiss your lips. cause I don't have a choice. oh what I wouldn't give. to have you lying by my side. right here cause baby. when you left I lost a part of me. it's still so hard to believe. come back baby please cause. we belong together. who else am I gonna lean on when times get rough. who's gonna talk to me on the phone. till the sun comes up. who's gonna take your place. there ain't nobody better. oh baby baby. we belong together. I can't sleep at night. when you are on my mind. bobby womack's on the radio. singing to me ""if you think you're lonely now"". wait a minute this is too deep. I gotta change the station. so I turn the dial tryin' to catch a break. and then I hear babyface. ""I only think of you"" and it's breakin' my heart. I'm tryin' to keep it together but I'm falling apart. I'm feeling all out of my element. throwing things, crying tryin'. to figure out where the hell I went wrong. the pain reflected in this song. ain't even half of what I'm feeling inside. I need you, need you back in my life baby. when you left I lost a part of me. it's still so hard to believe. come back baby please cause. we belong together. who else am I gonna lean on when times get rough. who's gonna talk to me on the phone. till the sun comes up. who's gonna take your place. there ain't nobody better. oh baby baby. we belong together. when you left I lost a part of me. it's still so hard to believe. come back baby please cause. we belong together. who am I gonna lean on. when times get rough. who's gonna talk to me. till the sun comes up. who's gonna take your place. there ain't nobody better. oh baby baby. we belong together"
Will I See You,"When it's all said and done will I see you?. When it's all said and done will I see you?. Now that my love is on. All the way on you, I won't turn it off. Would you do the same?. When it's all said and done will I see you?. I've been planting seeds in our ground. Watching us grow for a while. Pray the sun stays shining down on us. I hope it do. We committed our trust out loud. Like gravity, we swore to hold each other down. Build a circle, pray you always stay around. I do, Lord knows I do. Met you on the block. You ain't gotta hustle like that no more. I've been on a journey. I ain't trying a look back no more. We been on a wave. Trying a not make it back to shore, oh no. But when it's all said and done will I see you?. When it's all said and done will I see you?. Now that my love is on. All the way on you, I won't turn it off. Would you do the same?. When it's all said and done will I see you?. Took away my insecurities. Your arms became my security. Ooh, my melody became harmony. With you, and only you. Sometimes reality kicks in. Realizing every beginning comes to an end. Can I go to sleep at night?. Knowing I wake up to my best friend. When it's all said and done will I see you?. (will I see you?). When it's all said and done will I see you?. (I need to know). Now that my love is on. All the way on you, I won't turn it off. Would you do the same?. When it's all said and done will I see you?. (will I see you?). Met you on the block. You ain't gotta hustle like that no more. I been on a journey. I ain't tryna to look back no more. We been on a wave. Tryna not make it back to shore, oh no. So when it's all said and done will I see you?. (will I see you?). When it's all (when it's all) said and done will I see you?. (I know it you). Now that my love is on. All the way on you, I won't turn it off. Would you do the same?. When it's all said and done will I see you?"
Banana Woman,"Banana, banana, banana, banana, banana woman. Banana woman. Come on man, yes you know you can. Rise the banana, join the banana gang. Come on cha cha, dance like this. Makes small banana into big banana tree. She dance like she dance like she know she can. She rub me banana, she make me banana jam. Rise the banana man, rise the banana woman. I like to eat some big boy banana. I like it tropical not americana. Hey mister taliman come and give me love. Stack me banana till the mornin' come. The season comes I eat a whole bunch. It's banana man for breakfast and lunch. Hey mister taliman come and give me love. Stack me banana till the mornin' come. Rise the banana man, rise the banana woman"
Bang (Feat. Das Racist),"Bang it up and bang, Bang it up and bang. Bang it up and bang, Bang it up and. Bang it up and bang, Bang it up and bang. Bang it up and bang, Bang it up and. Burn a lot, baby. Start a fire. We'll make a bang. I told you one bang,. You won't forget about me. Now here's a second bang,. You won't regret it baby. Just let me work my magic,. or take your time pretty. A paper fly six over,. Caught a man on next table. Hey boy, you only should do. I'll make a bang. Bang it up and bang, Bang it up and bang. Bang it up and bang, Bang it up and. Bang it up and bang, Bang it up and bang. Bang it up and bang, Bang it up and. Burn a lot, baby. Start a fire. We'll make a bang. Yes, It's party good friends for me. Little bit of this, little dance is on me. Right man, wrong man, white man, cow man,. Round man, black man, dope man, crack man. Coke man, stab man, stop man,. Gun man, running man, running on the track man. Coming for you like a man hungry. Trying eat like pac man. I don't know how to act man. Titty cat , Jimmy hat, Titty fat, Jimmy cat. Gimme that, gimme that some lack. Jimmy rat, gimme that, gimme that. We'll make a, we'll make a, we'll make a, we'll make a,. We'll make a, we'll make a,we'll make a, we'll make a bang. We'll make a bang,. We'll make a bang, bang, bang, bang, bang,bang. Burn a lot, baby. Start a fire. We'll make a bang"
Banana Woman,"Banana, banana, banana, banana, banana woman. Banana woman. Come on man, yes you know you can. Rise the banana, join the banana gang. Come on cha cha, dance like this. Makes small banana into big banana tree. She dance like she dance like she know she can. She rub me banana, she make me banana jam. Rise the banana man, rise the banana woman. I like to eat some big boy banana. I like it tropical not americana. Hey mister taliman come and give me love. Stack me banana till the mornin' come. The season comes I eat a whole bunch. It's banana man for breakfast and lunch. Hey mister taliman come and give me love. Stack me banana till the mornin' come. Rise the banana man, rise the banana woman"
Bang (Feat. Das Racist),"Bang it up and bang, Bang it up and bang. Bang it up and bang, Bang it up and. Bang it up and bang, Bang it up and bang. Bang it up and bang, Bang it up and. Burn a lot, baby. Start a fire. We'll make a bang. I told you one bang,. You won't forget about me. Now here's a second bang,. You won't regret it baby. Just let me work my magic,. or take your time pretty. A paper fly six over,. Caught a man on next table. Hey boy, you only should do. I'll make a bang. Bang it up and bang, Bang it up and bang. Bang it up and bang, Bang it up and. Bang it up and bang, Bang it up and bang. Bang it up and bang, Bang it up and. Burn a lot, baby. Start a fire. We'll make a bang. Yes, It's party good friends for me. Little bit of this, little dance is on me. Right man, wrong man, white man, cow man,. Round man, black man, dope man, crack man. Coke man, stab man, stop man,. Gun man, running man, running on the track man. Coming for you like a man hungry. Trying eat like pac man. I don't know how to act man. Titty cat , Jimmy hat, Titty fat, Jimmy cat. Gimme that, gimme that some lack. Jimmy rat, gimme that, gimme that. We'll make a, we'll make a, we'll make a, we'll make a,. We'll make a, we'll make a,we'll make a, we'll make a bang. We'll make a bang,. We'll make a bang, bang, bang, bang, bang,bang. Burn a lot, baby. Start a fire. We'll make a bang"
Brazilian Boys,"'cile:. Me love boys boys boys boys me love. Boys boys boys boys oh yea me love boys boys. Boys boys me love boys boys boys boys oh yea. Laura: boys to my right, alright boys to my left,. Oh yeah boys I love I put above those who don't. I put down there if they lick,. They like me love me long time definitely be my brazilian boy,. Oh yeah. Laura:boys to my right, alright boys to my left,. Oh yeah boys I love I put above those who don't. I put down there do what you wanna do,. Don't care be my brazilian boy, oh yeah. Ce'cile:me love boys boys boys boys me love. Boys boys boys boys oh yea me love boys boys. Boys boys me love boys boys boys boys oh yea. Ce'cile: if you love the boys dem lemme hear you say. Woi pan mi case me want dem dem,. Woi if you love di boys dem hands up woi wowow wowow. Ce'cile:. Stick em up, me love di boys dem up. Everyday is a party can never get enuff me. Mek dem all a cuss a crazy fisticuffs. A fight over mi body oh yes is a must. Ce'cile:di boy dem say dem a dead over me. I got the dollhouse fi mek di boys dem play over here ken,. Forget the barbie dis a badgyal sitten, on your mark get set. Laura:I like them big, I like them small I like them all eh-oh. I like them short, I like them tall I like them boys eh-oh. Laura:. I like them big, I like them small I like them all eh-oh. I like them short, I like them tall I like them boys eh-oh. Ce'cile:. Me love boys boys boys boys me love boys. Boys boys boys oh yea me love boys boys. Boys boys me love boys boys boys boys oh yea. Ce'cile:. If you love the boys dem lemme hear you say. Woi pan mi case me want dem dem,. Woi if you love di boys dem hands up woi wowow"
Pucko,"I've met this swedish girl, she had a milky white skin. She came down to brazil to sun bathe in beachy Rio. And as it is now...she's all chocolate brown. Don't drop that pucko menina. Don't drop that pucko. I have seen her walk change, and I do now confess. I like it better with her new flower print dress. She looks quite happy and shine,. she doesn't mind the cheap wine. Because as it is now... she's all chocolate brown. Don't drop that pucko menina. Don't drop that pucko. When she gets back to stockholm town,. everybody will go loco loco wow. Because the pucko girl, is now cocoa brown. Man will lose their breath and cry as she walks by. Because as it is now... she's all chocolate brown. Don't drop that pucko menina. Don't drop that pucko"
In My Eyes,"You gotta believe there is something inside of me. You might say, ""How could you so fast"". Is the way you make me feel like you understand. There is a way I can meet your demand, girl cause. If you see the sun in my eyes. It should be as no surprise. It's the light of love inside of me. Now tell me what do you see. In my eyes (And I wanna love you, girl). In my eyes (And I wanna know you, know you tonight). In my eyes (And when you kiss me, girl). In my eyes (You just don't know how you make me feel). In my eyes (The love I have inside of me). In my eyes (I wanna give it all to you, girl). In my eyes (And if you give me a chance). In my eyes (I just wanna be your, be your man). I know it's hard to see how I feel this way. I just don't have control of my little. And if you feel what I feel and you wanna stay. Just give me a sign, girl, and we'll never part. Girl cause. If you see the sun in my eyes. It should be as no surprise. It's the light of love inside of me. Now tell me what do you see. In my eyes (And I wanna love you, girl). In my eyes (And I wanna know you, know you tonight). In my eyes (And when you kiss me, girl). In my eyes (You just don't know how you make me feel). In my eyes (The love I have inside of me). In my eyes (I wanna give it all to you, girl). In my eyes (And if you give me a chance). In my eyes (I just wanna be your, be your man). . |. |. |"
How Can We Be Wrong (mel这 do Anjinho),"How long can we both go on this way. Why can't you give me tonight, please stay. You tell me I am the one for you. Then do things that make what you say come true. Once there was a time. I knew for sure you were mine, you were mine. Times changing I know. Love comes and it goes, it goes. Where did we go wrong. We used to be strong. Two wrongs don't make a right. No, not tonight. Chorus:. How can we be wrong to be holding on. If we both let go we're gonna fall. So how can we be wrong to be holding on. Give your most to me, I'll give my all. How can we be wrong...... If what you tell me you feel is real. Then why can't you understand how I feel. When will you show me you really care. How will I know if you're never here. Once there was a time. I knew for sure you were mine, you were mine. Times changing I know. Love comes and it goes, it goes. Where did we go wrong. We used to be strong. Two wrongs don't make a right. No, not tonight. Chorus. How can we be wrong...... How can we both be wrong just to be holding on. There used to be a time when holding on was right. How can we both be wrong just to be holding on. We're about to fall if we don't hold on tight. How can we be wrong...... Once there was a time. I knew for sure you were mine, you were mine. Times changing I know. Love comes and it goes, it goes. Where did we go wrong. We used to be strong. Two wrongs don't make a right. No, not tonight"
Look At Me Now,"This one is for you. That's getting in the club. Trying to get some ladies. And didn't make out. Are you out?. Are you out?. Look at me now. Listen what I wanna tell. Listen to me. Pay attention and you will see. Look at me now. Listen what I wanna say. There's no only one way. You're gonna figure out. Come on baby, get together don't deny. Come on and dance with me all the night. Come on baby, ther's nothing I can't buy. Come together don't be shy. I got money to spend"
Play Music Dj,"Hey, Play Music DJ. Hey, Play Music DJ. When I get in the party. I go crazy and I just wanna dance. I see the party people next to the DJ. That will play and rule the game. The role night is only one passion. I feel the beat inside my heart but every time. Only have eyes for the DJ. I'm wishing the DJ. Play the song of the songs. You're the king of the night. Only have eyes for the DJ. I'm wishing the DJ. Play the song of the songs. Can't deny, can't deny,. Can't deny. Hey, Play Music DJ. Hey, Play Music DJ"
Summer Love,"Turn your eyes now. For the best of seasons feel the thrill. Being able to find. And live a summer love because he has. To go beyond. And your heart to start a romance so. And all that I want is. To live best, to start a dream and go. Let's all be happy today. We like like the summer. We like a special day. All be happy today. We like like the summer. We like a special day. All be happy today. We like like the summer. We like a special day. All be happy today. We like like the summer. We like a special day. Turn your eyes now. And try to make the sky is a limit. Able to find. And live a summer love because he has. To go beyond. And your heart to start a romance so. And all that I want is. To live best, to start a dream and go. Let's all be happy today. We like like the summer. We like a special day. All be happy today. We like like the summer. We like a special day. All be happy today. We like like the summer. We like a special day. All be happy today. We like like the summer. We like a special day"
We Found Love,Yellow diamonds in the light. And we're standing side by side. As your shadow crosses mine. What it takes to come alive. It's the way I'm feeling I just can't deny. But I've gotta let it go. We found love in a hopeless place. We found love in a hopeless place. We found love in a hopeless place. We found love in a hopeless place. Shine a light through an open door. Love and life I will divide. Turn away cause I need you more. Feel the heartbeat in my mind. It's the way I'm feeling I just can't deny. But I've gotta let it go. We found love in a hopeless place. We found love in a hopeless place. We found love in a hopeless place. We found love in a hopeless place. Yellow diamonds in the light. And we're standing side by side. As your shadow crosses mine. We found love in a hopeless place. We found love in a hopeless place. We found love in a hopeless place. We found love in a hopeless place. We found love in a hopeless place. We found love in a hopeless place. We found love in a hopeless place. We found love in a hopeless place
Halo,"Remember those walls I built?. Well, baby, they're tumbling down. And they didn't even put up a fight. They didn't even make up a sound. I found a way to let you in. But I never really had a doubt. Standing in the light of your halo. I got my angel now. It's like I've been awakened. Every rule I had you breaking. It's the risk that I'm taking. I ain't never gonna shut you out. Everywhere I'm looking now. I'm surrounded by your embrace. Baby, I can see your halo. You know you're my saving grace. You're everything I need and more. It's written all over your face. Baby, I can feel your halo. Pray it won't fade away. I can feel your halo, halo, halo. I can see your halo, halo, halo. I can feel your halo, halo, halo. I can see your halo, halo, halo"
Bad Girls,"Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. My chain hits my chest. When I'm banging on the dashboard. My chain hits my chest. When I'm banging on the radio. Get back, get down. Pull me closer if you think you can hang. Hands up, hands tied. Don't go screaming if I blow you with a bang. Suki Zuki. I'm coming in the Cherokee. Gasoline. There's steam on the window screen. Take it, take it. World's bouncing like a trampoline. When I get to where I'm going, gonna have you trembling. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. My chain hits my chest. When I'm banging on the dashboard. My chain hits my chest. When I'm banging on the radio. Yeah, back it, back it. Yeah, pull up to the bumper game. With a signal. Cover me, cause I'm changing lanes. Had a handle on it. My life, I broke it. When I get to where I'm going, gonna have you saying it. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. My chain hits my chest. When I'm banging on the dashboard. My chain hits my chest. When I'm banging on the radio. My chain hits my chest. When I'm banging on the dashboard. My chain hits my chest. When I'm banging on.... Get back, get down. Pull me closer if you think you can hang. Hands up, hands tied. Don't go screaming if I blow you with a bang. Going knot the bitch, I see four million. Accelerating fast, I could do this in a second. Looking in a rear view, swagging going swell. Leaving boys behind, cuz it's legal just to kill. Shift gear, automatic, damned if I do. Who's gonna stop me, when I'm coming through. What we've got left is just me and you by. If I get it bad baby, can I take you?. Get back, get down. Pull me closer if you think you can hang. Hands up, hands tied. Don't go screaming if I blow you with a bang. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. Live fast, die young. Bad girls do it well. My chain hits my chest. When I'm banging on the dashboard. My chain hits my chest. When I'm banging on the radio. My chain hits my chest. When I'm banging on the dashboard. My chain hits my chest. When I'm banging on..."
Paper Planes,"I fly like paper, get high like planes. If you catch me at the border I got visas in my name. If you come around here, I make 'em all day. I get one done in a second if you wait. I fly like paper, get high like planes. If you catch me at the border I got visas in my name. If you come around here, I make 'em all day. I get one done in a second if you wait. Sometimes I think sitting on trains. Every stop I get to I'm clocking that game. Everyone's a winner we're making our fame. Bonafide hustler making my name. Sometimes I think sitting on trains. Every stop I get to I'm clocking that game. Everyone's a winner we're making our fame. Bonafide hustler making my name. All I wanna do is *BANG BANG BANG BANG!*. And a *KKKAAAA CHING!*. And take your money. All I wanna do is *BANG BANG BANG BANG!*. And a *KKKAAAA CHING!*. And take your money. All I wanna do is *BANG BANG BANG BANG!*. And a *KKKAAAA CHING!*. And take your money. Pirate skulls and bones. Sticks and stones and weed and bongs. Running when we hit 'em. Lethal poison pon their system. Pirate skulls and bones. Sticks and stones and weed and bongs. Running when we hit 'em. Lethal poison pon their system. No one on the corner has swag like us. Hit me on my banner prepaid wireless. We pack and deliver like UPS trucks. Alredy going hell just pumping that gas. No one on the corner has swag like us. Hit me on my banner prepaid wireless. We pack and deliver like UPS trucks. Alredy going hell just pumping that gas. All I wanna do is *BANG BANG BANG BANG!*. And a *KKKAAAA CHING!*. And take your money. All I wanna do is *BANG BANG BANG BANG!*. And a *KKKAAAA CHING!*. And take your money. All I wanna do is *BANG BANG BANG BANG!*. And a *KKKAAAA CHING!*. And take your money. M.I.A.. Third world democracy. Yeah, I got more records than the K.G.B.. So, uh, no funny business. Some some some I some I murder. Some I some I let go. Some some some I some I murder. Some I some I let go"
Sexodus (Feat. The Weeknd),"[Intro]. Come on a sexodus. Come on a sexodus. Come on a sexodus. Come on a sexodus. [Verse 1]. Do you want to come on thi sexodus?. If you got swag, fuck with us. And do you wanna ride like a crusader?. Me, I'm not a Christian girl. My blood type is no negative. But I'm positive that I'm too deep. Switch the light on when we hit the sheets. Truly what I see is all I keep. I see you stacked chicks their views are blocked in. When I help 'em you say you broke in. I see you locked in you say I don't let you in. How come all this drama still trending. [Hook]. Baby you can have it all. Tell me what for. Baby you can have it all. Tell me what for. [Verse 2]. New frontier I got news from there. Let's sell it to a new frequency. I left the graveyard selling full of fancy. Bring your homie with transparency. My blood type is no negative. But I'm positive the dark ain't deep. Just switch your light on when we hit the streets. Truly what I see is all I keep. My sights are set in higher times. And my eyes can see in 3D. Make it bright and I see 360. I can get you, but you can't get me. [Hook]. Baby you can have it all. Tell me what for. Baby you can have it all. Tell me what for. [Hook 2]. Yeah you keep on telling me you wanna have it all. Tell me what for. Yeah you keep on telling me you wanna have it all. Tell me what for. [Verse 3]. Cash and Kashmir, gold in Zier. I got a new one from over there. You can drink a mint tea by the Red Sea. As you're living out whose fantasy. Yeah the sun the moon are both. Hitting the hood and the heat's too hot to be cool. Yeah I'm sailing my bed to a better man school. And it's two in the afternoon. We already bullet-proof, we got a big crew. And we're running on a force that's true. We don't fear you, wear up-to-date shoes. Or fall for the point of view. [Hook]. Baby you can have it all. Tell me what for. Baby you can have it all. Tell me what for. [Hook 2]. Yeah you keep on telling me you wanna have it all. Tell me what for. Yeah you keep on telling me you wanna have it all. Tell me what for. [Outro]. What d'you want it all for?. What d'you want it all for?"
Borders,"Freedom, 'I'dom, 'Me'dom. Where's your 'We'dom?. This world needs a brand new 'Re'dom. We'dom - the key. We'dom the 'key to life!. Let's be 'dem. We'dom smart phones. Don't be dumb!. Borders (Whats up with that?). Politics (Whats up with that?). Police shots (Whats up with that?). Identities (Whats up with that?). Your privilege (Whats up with that?). Broke people (Whats up with that?). Boat people (Whats up with that?). The realness (Whats up with that?). The new world (Whats up with that?). Am gonna keep up on all that. Guns blow doors to the system. Yeah fuck 'em when we say we're not with them. We're solid and we don't need to kick them. This is North, South, East and Western. Guns blow doors to the system. Yeah fuck 'em when we say we're not with them. We're solid and we don't need to kick them. This is North, South, East and Western. Queen (Whats up with that?). Killing it (Whats up with that?). Slaying it (Whats up with that?). Your goals (Whats up with that?). Being bae (Whats up with that?). Making money (Whats up with that?). Breaking internet (Whats up with that?). Love wins (Whats up with that?). Living it (Whats up with that?). Being real (Whats up with that?). Guns blow doors to the system. Yeah fuck 'em when we say we're not with them. We're solid and we don't need to kick them. This is North, South, East and Western. Guns blow doors to the system. Yeah fuck 'em when we say we're not with them. We're solid and we don't need to kick them. This is North, South, East and Western. [Bridge] x2. We representing peeps, they don't play us on the FM. We talkin' in our sleep, they still listen on a system. We sitting in the stoop. Where we get a scoop. This is how we keep it cool. This is how we do. We representing peeps, they don't play us on the FM. We talkin' in our sleep, they still listen on a system. We sitting in the stoop. Where we get a scoop. This is how we keep it cool. This is how we do. Egos (Whats up with that?). Your values (Whats up with that?). Your beliefs (Whats up with that?). Your families (Whats up with that?). Histories (Whats up with that?). Your future (Whats up with that?). My boys (Whats up with that?). My girls (Whats up with that?). Freedom (Whats up with that?). Your power (Whats up with that?). Guns blow doors to the system. Yeah fuck 'em when we say we're not with them. We're solid and we don't need to kick them. This is North, South, East and Western. Guns blow doors to the system. Yeah fuck 'em when we say we're not with them. We're solid and we don't need to kick them. This is North, South, East and Western. We representing peeps, they don't play us on the FM. We talkin' in our sleep, they still listen on a system. We sitting in the stoop. Where we get a scoop. This is how we keep it cool. This is how we do. We representing peeps, they don't play us on the FM. We talkin' in our sleep, they still listen on a system. We sitting in the stoop. Where we get a scoop. This is how we keep it cool. This is how we do. Gonna keep up on all that. Gonna be doing it like that"
Come Around (feat. Timbaland),"Check my coat in and I paid the dollar,. Sidekick rings, ""what's up? holla!"". Text the address, I'll see you later. Baby come down. Come down, come down, come down. run down, run down, run down. Run, make a run, make a run, make a run, make a run, make a run down. A dun da da dun da da dun da da dun da da dun dun. Beat goes on. A dun da da dun da da dun da da dun da da dun dun. Beat goes on. In a faraway land we got shit made. Ray-Ban shades, warheads laid. Babies born in air raids. My girls run the Everglades. Indian tribesmen gamble spades. Indian chicks, they get men laid. Milk and honey, smoke high-grade. Gold and diamond, gems and jade. Ride up on our tanks, invade. Blow up thing to save our nam. Mina, Rina, Tina, Sabrina. Being a super Indian babe. We black market, we black made. We hit shit out when it rains. Would you come down and catch my train?. Would you run down and play this game?. Check my coat in and I paid the dollar,. Sidekick rings, ""what's up? holla!"". Text the address, I'll see you later. Baby come down. Come down, come down, come down. run down, run down, run down. Run, make a run, make a run, make a run, make a run, make a run down. A dun da da dun da da dun da da dun da da dun dun. Beat goes on. A dun da da dun da da dun da da dun da da dun dun. Beat goes on. Timbaland:. Baby girl. You and me, need to go to your teepee. The moon is full, and I'm shining.. Baby, I know you see me.. Put a hump or two on your back. Jst like that. Oh girl you're on fire.. I don't wanna be in love with you. Imma just break you off and say goodbye. The night is young. Don't make me wait,. You just might miss your chance.. I'm gon' tell you the truth. Timbaland, I'm the motherfuckin' man.. Today's the day, girl, let me get that. Don't get mad. In fact, let me hit that. I've been overkilling them, I break backs. Come down, run down. Girl, where your place at?. M.I.A.:. Check my coat in and I paid the dollar,. Sidekick rings, ""what's up? holla!"". Text the address, I'll see you later. Baby come down. Come down, come down, come down. run down, run down, run down. Run, make a run, make a run, make a run, make a run, make a run down. A dun da da dun da da dun da da dun da da dun dun. Beat goes on. A dun da da dun da da dun da da dun da da dun dun. Beat goes on. Timbaland:. Don't get it twisted baby girl, baby boy 'cause Timbaland ain't dead. Don't get it twisted baby girl, baby boy 'cause Timbaland ain't dead. Bounce"
Bring The Noize,"Free them, free them, free them, free them. Freedom, freedom. I'm so tangy, people call me Mathangi. Goddess of word, bitches, I'm a keep it banging. Truth is like a rotten tooth, you gotta spit it out. Let the bottom two. Let my wisdom work it out. Big on the underground, can't knock me down. Vicki Leekx bitches, better buy it on demand. I think by my ten and I stand by two. I can say lots with little words or few like. I done had 'em, yeah, me the madame. I'll introduce you do the zundum zudums. Come let me go, do you like my perfume?. Made it at home with some gasoline and shrooms. Oil and water are two extremes. We like fucking carpets, you like fucking brooms. Why is your tattoo some ugly looking thing?. I got many designs they're adding on Bing. My cousins got his DCS he's decorating. He's handy you might need him. When I'm finishing what I'm saying. Let's be frank, you must damn understand. I don't care what you smell what you fucking drank. A lot to be pissed, their mates we were yanks. 'Cause it's not me and you, it's the fucking banks. Bring the noise when we run upon them. Bring the noise when we run upon them. Bring the noise when we run upon them. Bring the noise when we run upon them. Bring the noise when we run upon them. Free them, free them, free them, free them. Freedom, freedom. Truth is like a rotten tooth, you gotta spit it out. Let the bottom two. Let my wisdom work it out. The word is out, sending yours on the prow. Words unannounced. Hope you heard 'em like cows. Have the canny body, worth a tally and a wrench. Bitch, my swag rich, can't touch this. So click, click, click, lose it off my dick. Just 'cause I'm numb it don't make me thick. Got my overweight, heavyweight, be my slave freak. If you need the cheese. Then my shit cost stake. I got a bug spray, bucket, stick. Tons of the fun stuff and and tons of it. Bring the noise when we run upon them. Bring the noise when we run upon them. Bring the noise when we run upon them. Bring the noise when we run upon them. Bring the noise when we run upon them. Bring the noise when we run upon them. Free them, free them, free them, free them. Freedom, freedom. Free them, free them, free them, free them. Free them, free them, free them, free them. Freedom's just another word. Nothing like the new. Freedom's just another word. Nothing like the new. Freedom's just another word. Nothing like the new. Freedom's just another word. Nothing like the new"
